Zeit [h]	Variante 10.1 Raumlufttemperatur [C]	Variante 10.1 Heizleistung [W]	Variante 10.1 Kühlleistung [W]	Variante 10.2 Raumlufttemperatur [C]	Variante 10.2 Heizleistung [W]	Variante 10.2 Kühlleistung [W]	Variante 10.2 Rücklauftemperatur [C]	Variante 10.2 Innentemperatur.Dach [C]	Variante 10.2 Innentemperatur.Boden [C]	Variante 10.2 Innentemperatur.Wand.Nord [C]	Variante 10.2 Innentemperatur.Wand.Ost [C]	Variante 10.2 Innentemperatur.Wand.Süd [C]	Variante 10.2 Innentemperatur.Wand.West [C]	Variante 10.3 Raumlufttemperatur [C]	Variante 10.3 Heizleistung [W]	Variante 10.3 Kühlleistung [W]	Variante 10.3 Rücklauftemperatur [C]	Variante 10.3 Innentemperatur.Dach [C]	Variante 10.3 Innentemperatur.Boden [C]	Variante 10.3 Innentemperatur.Wand.Nord [C]	Variante 10.3 Innentemperatur.Wand.Ost [C]	Variante 10.3 Innentemperatur.Wand.Süd [C]	Variante 10.3 Innentemperatur.Wand.West [C]	Variante 10.4 Raumlufttemperatur [C]	Variante 10.4 Heizleistung [W]	Variante 10.4 Kühlleistung [W]	Variante 10.4 Rücklauftemperatur [C]	Variante 10.4 Innentemperatur.Dach [C]	Variante 10.4 Innentemperatur.Boden [C]	Variante 10.4 Innentemperatur.Wand.Nord [C]	Variante 10.4 Innentemperatur.Wand.Ost [C]	Variante 10.4 Innentemperatur.Wand.Süd [C]	Variante 10.4 Innentemperatur.Wand.West [C]	Variante 10.5 Raumlufttemperatur [C]	Variante 10.5 Heizleistung [W]	Variante 10.5 Kühlleistung [W]	Variante 10.5 Rücklauftemperatur [C]	Variante 10.5 Innentemperatur.Dach [C]	Variante 10.5 Innentemperatur.Boden [C]	Variante 10.5 Innentemperatur.Wand.Nord [C]	Variante 10.5 Innentemperatur.Wand.Ost [C]	Variante 10.5 Innentemperatur.Wand.Süd [C]	Variante 10.5 Innentemperatur.Wand.West [C]	Variante 10.6 Raumlufttemperatur [C]	Variante 10.6 Heizleistung [W]	Variante 10.6 Kühlleistung [W]	Variante 10.6 Rücklauftemperatur [C]	Variante 10.6 Innentemperatur.Dach [C]	Variante 10.6 Innentemperatur.Boden [C]	Variante 10.6 Innentemperatur.Wand.Nord [C]	Variante 10.6 Innentemperatur.Wand.Ost [C]	Variante 10.6 Innentemperatur.Wand.Süd [C]	Variante 10.6 Innentemperatur.Wand.West [C]
48	19.9998	2.44164	0	19.9794	1.29879	-1.27509	19.9984	19.9695	19.992	19.9695	19.9695	19.9695	19.9695	19.9865	1.20715	-0.64193	19.9986	19.9809	19.9927	19.9821	19.9812	19.9821	19.9812	19.8577	983.754	-866.662	32.6651	13.1551	28.4817	13.1551	13.1551	13.1551	13.1551	20.8394	1274.49	-565.293	31.9788	16.4688	26.4329	16.445	16.4298	16.445	16.4298	4.90634	0.000151275	158.97	4.89634	-1.12544	10.0931	-1.12544	10.0931	-1.12544	10.0931
49	19.9998	2.38601	0	19.9796	1.28538	-1.26201	19.9985	19.9698	19.9921	19.9698	19.9698	19.9698	19.9698	19.9868	1.17713	-0.627435	19.9986	19.9813	19.9929	19.9825	19.9817	19.9825	19.9817	19.9422	978.662	-861.764	32.6771	13.2776	28.5176	13.2776	13.2776	13.2776	13.2776	20.9569	1264.75	-560.343	32.0018	16.6249	26.5017	16.6013	16.5861	16.6013	16.5861	4.89488	0.00015138	158.139	4.88131	-1.5419	10.1616	-1.5419	10.1616	-1.5419	10.1616
50	19.9998	2.33165	0	19.9798	1.27213	-1.24906	19.9985	19.9701	19.9922	19.9701	19.9701	19.9701	19.9701	19.9871	1.14755	-0.613142	19.9986	19.9818	19.9931	19.983	19.9821	19.983	19.9821	20.0258	973.632	-856.915	32.689	13.3989	28.5532	13.3989	13.3989	13.3989	13.3989	20.7352	249.096	-540.751	29.7335	16.7697	26.3265	16.7463	16.7313	16.7463	16.7313	4.87971	0.000151511	157.354	4.8634	-1.71982	10.2254	-1.71982	10.2254	-1.71982	10.2254
51	19.9998	2.27853	0	19.98	1.25903	-1.23624	19.9985	19.9704	19.9923	19.9704	19.9704	19.9704	19.9704	19.9874	1.11839	-0.599048	19.9987	19.9822	19.9932	19.9834	19.9825	19.9834	19.9825	20.1086	968.66	-852.112	32.7008	13.519	28.5884	13.519	13.519	13.519	13.519	20.2895	0.249218	-474.991	28.4093	16.8381	25.2498	16.8156	16.801	16.8156	16.801	4.86173	0.000151661	156.61	4.84341	-1.80739	10.2853	-1.80739	10.2853	-1.80739	10.2853
52	19.9998	2.22662	0	19.9802	1.24607	-1.22355	19.9985	19.9707	19.9923	19.9707	19.9707	19.9707	19.9707	19.9877	1.08965	-0.585151	19.9987	19.9826	19.9934	19.9838	19.983	19.9838	19.983	20.1905	963.745	-847.357	32.7124	13.6379	28.6232	13.6379	13.6379	13.6379	13.6379	20.0402	666.21	-424.805	29.7794	16.864	24.3737	16.8424	16.8285	16.8424	16.8285	4.84175	0.000151825	155.901	4.82209	-2.21311	10.3424	-2.21311	10.3424	-2.21311	10.3424
53	19.9998	2.17589	0	19.9804	1.23325	-1.211	19.9985	19.971	19.9924	19.971	19.971	19.971	19.971	19.988	1.06132	-0.571448	19.9988	19.983	19.9936	19.9842	19.9834	19.9842	19.9834	20.2716	958.885	-842.649	32.7239	13.7555	28.6576	13.7555	13.7555	13.7555	13.7555	20.7362	1854.23	-459.29	31.086	16.9492	24.996	16.928	16.9142	16.928	16.9142	4.82038	0.000151999	155.221	4.79965	-3.29493	10.3973	-3.29493	10.3973	-3.29493	10.3973
54	19.9998	2.12632	0	19.9806	1.22056	-1.19857	19.9986	19.9713	19.9925	19.9713	19.9713	19.9713	19.9713	19.9883	1.03339	-0.557937	19.9988	19.9834	19.9938	19.9847	19.9838	19.9847	19.9838	20.3519	954.079	-837.986	32.7353	13.8721	28.6917	13.8721	13.8721	13.8721	13.8721	20.8968	700.288	-496.681	29.2933	17.1292	25.8788	17.1077	17.0938	17.1077	17.0938	4.79772	0.000152182	154.567	4.77555	-5.02749	10.4503	-5.02749	10.4503	-5.02749	10.4503
55	19.9998	2.07787	0	19.9808	1.20802	-1.18626	19.9986	19.9716	19.9926	19.9716	19.9716	19.9716	19.9716	19.9886	1.00586	-0.544614	19.9988	19.9838	19.9939	19.9851	19.9842	19.9851	19.9842	20.4315	949.324	-833.371	32.7465	13.9874	28.7255	13.9874	13.9874	13.9874	13.9874	20.4454	-0.324817	-444.562	27.8789	17.235	25.1105	17.2139	17.2002	17.2139	17.2002	4.77307	0.000152384	153.939	4.74835	-5.95349	10.5012	-5.95349	10.5012	-5.95349	10.5012
56	19.9998	2.03053	0	19.981	1.1956	-1.17409	19.9986	19.9719	19.9927	19.9719	19.9719	19.9719	19.9719	19.9889	0.978713	-0.531478	19.9989	19.9842	19.9941	19.9855	19.9846	19.9855	19.9846	20.5102	944.621	-828.801	32.7577	14.1016	28.7589	14.1016	14.1016	14.1016	14.1016	20.1117	0.446863	-390.686	26.8889	17.2654	24.1796	17.2453	17.2321	17.2453	17.2321	4.74528	0.000152615	153.345	4.71748	-5.74473	10.5489	-5.74473	10.5489	-5.74473	10.5489
57	19.9998	1.98427	0	19.9812	1.18332	-1.16204	19.9986	19.9722	19.9927	19.9722	19.9722	19.9722	19.9722	19.9892	0.951955	-0.518526	19.9989	19.9846	19.9943	19.9859	19.985	19.9859	19.985	20.5881	939.966	-824.276	32.7687	14.2147	28.792	14.2147	14.2147	14.2147	14.2147	20.5604	1935.92	-384.063	30.2674	17.3001	24.0371	17.2807	17.2679	17.2807	17.2679	4.71418	0.000152871	152.788	4.684	-4.31358	10.5928	-4.31358	10.5928	-4.31358	10.5928
58	19.9998	1.93906	0	19.9814	1.17116	-1.15011	19.9986	19.9725	19.9928	19.9725	19.9725	19.9725	19.9725	19.9895	0.925574	-0.505755	19.9989	19.985	19.9944	19.9862	19.9854	19.9862	19.9854	20.6652	935.361	-819.796	32.7796	14.3266	28.8247	14.3266	14.3266	14.3266	14.3266	20.9478	887.668	-450.3	28.6523	17.4597	25.373	17.44	17.427	17.44	17.427	4.68101	0.000153138	152.266	4.65035	-2.35042	10.6335	-2.35042	10.6335	-2.35042	10.6335
59	19.9998	1.89488	0	19.9816	1.15914	-1.1383	19.9986	19.9728	19.9929	19.9728	19.9728	19.9728	19.9728	19.9898	0.899565	-0.493163	19.9989	19.9854	19.9946	19.9866	19.9857	19.9866	19.9857	20.7416	930.803	-815.361	32.7904	14.4374	28.8571	14.4374	14.4374	14.4374	14.4374	20.5137	0.0972894	-408.48	27.268	17.5735	24.8109	17.5539	17.5411	17.5539	17.5411	4.64808	0.000153397	151.766	4.61914	0.458429	10.6729	0.458429	10.6729	0.458429	10.6729
60	19.9998	1.85171	0	19.9818	1.14723	-1.12662	19.9986	19.973	19.993	19.973	19.973	19.973	19.973	19.9901	0.873923	-0.480747	19.999	19.9857	19.9947	19.987	19.9861	19.987	19.9861	20.8172	926.293	-810.97	32.801	14.5471	28.8892	14.5471	14.5471	14.5471	14.5471	20.1892	-0.119515	-355.886	26.3295	17.6009	23.9003	17.5822	17.5698	17.5822	17.5698	4.61782	0.000153626	151.268	4.59281	3.95344	10.7134	3.95344	10.7134	3.95344	10.7134
61	19.9998	1.80953	0	19.982	1.13545	-1.11506	19.9987	19.9733	19.993	19.9733	19.9733	19.9733	19.9733	19.9903	0.848641	-0.468505	19.999	19.9861	19.9949	19.9874	19.9865	19.9874	19.9865	20.8921	921.828	-806.622	32.8116	14.6557	28.9209	14.6557	14.6557	14.6557	14.6557	20.0798	931.732	-322.145	28.7003	17.6089	23.2956	17.591	17.5791	17.591	17.5791	4.59277	0.000153807	150.752	4.57402	6.92324	10.7575	6.92324	10.7575	6.92324	10.7575
62	19.9998	1.7683	0	19.9822	1.12379	-1.10361	19.9987	19.9736	19.9931	19.9736	19.9736	19.9736	19.9736	19.9906	0.823716	-0.456435	19.999	19.9865	19.995	19.9877	19.9869	19.9877	19.9869	20.9662	917.409	-802.318	32.8221	14.7632	28.9524	14.7632	14.7632	14.7632	14.7632	21.0349	2055.55	-387.934	29.5008	17.7018	24.4698	17.684	17.6722	17.684	17.6722	4.5753	0.00015392	150.197	4.56426	9.17603	10.8074	9.17603	10.8074	9.17603	10.8074
63	19.9998	1.72801	0	19.9823	1.11225	-1.09228	19.9987	19.9738	19.9932	19.9738	19.9738	19.9738	19.9738	19.9909	0.799141	-0.444534	19.9991	19.9869	19.9952	19.9881	19.9872	19.9881	19.9872	20.7744	182.492	-786.157	31.1608	14.8665	28.7903	14.8665	14.8665	14.8665	14.8665	20.8031	0.235337	-407.146	27.3064	17.8717	25.0713	17.8535	17.8413	17.8535	17.8413	4.5666	0.000153961	149.583	4.5635	10.6174	10.8651	10.6174	10.8651	10.6174	10.8651
64	19.9998	1.68864	0	19.9825	1.10083	-1.08107	19.9987	19.9741	19.9932	19.9741	19.9741	19.9741	19.9741	19.9912	0.774913	-0.432799	19.9991	19.9872	19.9953	19.9885	19.9876	19.9885	19.9876	20.3806	0.0182454	-728.14	30.1314	14.9384	27.8514	14.9384	14.9384	14.9384	14.9384	20.4236	-0.00556259	-347.257	26.2419	17.9223	24.0746	17.9047	17.8929	17.9047	17.8929	4.56653	0.000153935	148.903	4.57055	11.2596	10.9307	11.2596	10.9307	11.2596	10.9307
65	19.9998	1.65017	0	19.9827	1.08953	-1.06997	19.9987	19.9744	19.9933	19.9744	19.9744	19.9744	19.9744	19.9914	0.751024	-0.421229	19.9991	19.9875	19.9955	19.9888	19.9879	19.9888	19.9879	20.0764	0.0109606	-677.44	29.3057	14.9879	26.997	14.9879	14.9879	14.9879	14.9879	20.1557	-0.122644	-305.712	25.4693	17.9296	23.3391	17.9128	17.9015	17.9128	17.9015	4.57394	0.000153855	148.158	4.58358	10.7409	11.0036	10.7409	11.0036	10.7409	11.0036
66	19.9998	1.61258	0	19.9829	1.07835	-1.05899	19.9987	19.9747	19.9934	19.9747	19.9747	19.9747	19.9747	19.9917	0.727472	-0.409822	19.9991	19.9879	19.9956	19.9892	19.9883	19.9892	19.9883	20.3081	1293.27	-657.821	31.4998	15.0356	26.656	15.0356	15.0356	15.0356	15.0356	20.2061	1253.44	-282.294	28.559	17.9298	22.9012	17.9138	17.903	17.9138	17.903	4.58695	0.000153736	147.355	4.60013	9.09597	11.0821	9.09597	11.0821	9.09597	11.0821
67	19.9998	1.57584	0	19.983	1.06728	-1.04812	19.9987	19.9749	19.9934	19.9749	19.9749	19.9749	19.9749	19.9919	0.704251	-0.398574	19.9992	19.9882	19.9958	19.9895	19.9886	19.9895	19.9886	20.8095	1325.39	-714.062	32.1053	15.1326	27.727	15.1326	15.1326	15.1326	15.1326	21.1572	1666.95	-366.287	28.137	18.0385	24.4256	18.0223	18.0113	18.0223	18.0113	4.603	0.000153601	146.51	4.61701	7.41924	11.1638	7.41924	11.1638	7.41924	11.1638
68	19.9998	1.53993	0	19.9832	1.05632	-1.03736	19.9987	19.9752	19.9935	19.9752	19.9752	19.9752	19.9752	19.9922	0.681356	-0.387484	19.9992	19.9886	19.9959	19.9898	19.989	19.9898	19.989	20.8834	500.25	-737.657	30.6687	15.2513	28.2964	15.2513	15.2513	15.2513	15.2513	20.7764	0.62252	-362.939	26.537	18.1871	24.6182	18.1706	18.1594	18.1706	18.1594	4.61913	0.000153475	145.645	4.63161	5.70667	11.2461	5.70667	11.2461	5.70667	11.2461
69	19.9999	1.50485	0	19.9834	1.04548	-1.02672	19.9988	19.9754	19.9936	19.9754	19.9754	19.9754	19.9754	19.9924	0.658783	-0.376549	19.9992	19.9889	19.9961	19.9902	19.9893	19.9902	19.9893	20.4679	0.00129532	-689.335	29.5561	15.3362	27.5644	15.3362	15.3362	15.3362	15.3362	20.4335	-1.08E-05	-308.018	25.5979	18.2173	23.6745	18.2015	18.1907	18.2015	18.1907	4.63299	0.000153374	144.782	4.64244	3.88187	11.3263	3.88187	11.3263	3.88187	11.3263
70	19.9999	1.47056	0	19.9836	1.03474	-1.01618	19.9988	19.9757	19.9936	19.9757	19.9757	19.9757	19.9757	19.9927	0.636528	-0.365768	19.9992	19.9892	19.9962	19.9905	19.9896	19.9905	19.9896	20.1419	4.81E-05	-635.896	28.7145	15.3846	26.6604	15.3846	15.3846	15.3846	15.3846	20.191	8.10E-05	-271.506	24.9108	18.2161	23.0204	18.2011	18.1908	18.2011	18.1908	4.64311	0.000153306	143.938	4.64852	2.34261	11.4025	2.34261	11.4025	2.34261	11.4025
71	19.9999	1.43706	0	19.9837	1.02412	-1.00574	19.9988	19.9759	19.9937	19.9759	19.9759	19.9759	19.9759	19.9929	0.614585	-0.355138	19.9993	19.9896	19.9963	19.9908	19.9899	19.9908	19.9899	20.4048	1402.09	-616.193	31.1773	15.4278	26.3092	15.4278	15.4278	15.4278	15.4278	20.026	608.901	-245.84	27.0498	18.2083	22.5533	18.194	18.1841	18.194	18.1841	4.64851	0.000153278	143.128	4.64938	1.28592	11.4738	1.28592	11.4738	1.28592	11.4738
72	19.9999	1.40432	0	19.9839	1.01361	-0.995422	19.9988	19.9762	19.9938	19.9762	19.9762	19.9762	19.9762	19.9931	0.59295	-0.344657	19.9993	19.9899	19.9965	19.9911	19.9903	19.9911	19.9903	20.9689	1292.59	-681.078	31.1089	15.5231	27.5291	15.5231	15.5231	15.5231	15.5231	21.1209	2140.38	-312.842	27.8247	18.2736	23.7062	18.2593	18.2494	18.2593	18.2494	4.64888	0.000153291	142.359	4.64539	0.586364	11.5395	0.586364	11.5395	0.586364	11.5395
73	19.9999	1.37233	0	19.9841	1.0032	-0.985204	19.9988	19.9764	19.9938	19.9764	19.9764	19.9764	19.9764	19.9934	0.57162	-0.334323	19.9993	19.9902	19.9966	19.9915	19.9906	19.9915	19.9906	20.692	1.28031	-680.097	29.5219	15.6302	27.6842	15.6302	15.6302	15.6302	15.6302	20.8304	0.271498	-336.882	26.0959	18.4289	24.3938	18.414	18.4038	18.414	18.4038	4.64459	0.00015334	141.637	4.63734	0.0294081	11.5997	0.0294081	11.5997	0.0294081	11.5997
74	19.9999	1.34106	0	19.9842	0.992907	-0.975091	19.9988	19.9767	19.9939	19.9767	19.9767	19.9767	19.9767	19.9936	0.550589	-0.324135	19.9993	19.9905	19.9967	19.9918	19.9909	19.9918	19.9909	20.3257	-0.0522236	-621.992	28.6068	15.688	26.721	15.688	15.688	15.688	15.688	20.4904	0.0001919	-283.299	25.1791	18.462	23.4833	18.4476	18.4377	18.4476	18.4377	4.63636	0.000153417	140.958	4.62609	-0.507463	11.6552	-0.507463	11.6552	-0.507463	11.6552
75	19.9999	1.31051	0	19.9844	0.982715	-0.965082	19.9988	19.9769	19.994	19.9769	19.9769	19.9769	19.9769	19.9938	0.529854	-0.314089	19.9994	19.9908	19.9968	19.9921	19.9912	19.9921	19.9912	20.0927	542.361	-577.417	29.9478	15.7239	25.9578	15.7239	15.7239	15.7239	15.7239	20.2512	7.89E-05	-247.863	24.521	18.4574	22.8448	18.4438	18.4343	18.4438	18.4343	4.62495	0.000153517	140.319	4.61217	-0.872076	11.7066	-0.872076	11.7066	-0.872076	11.7066
76	19.9999	1.28065	0	19.9845	0.972628	-0.955176	19.9988	19.9771	19.994	19.9771	19.9771	19.9771	19.9771	19.994	0.50941	-0.304184	19.9994	19.9911	19.997	19.9924	19.9915	19.9924	19.9915	20.8398	1745.2	-616.539	31.4049	15.783	26.6329	15.783	15.783	15.783	15.783	20.0712	8.51E-05	-222.986	24.0026	18.4452	22.3886	18.4322	18.4231	18.4322	18.4231	4.6109	0.000153636	139.717	4.59611	-1.43146	11.7548	-1.43146	11.7548	-1.43146	11.7548
77	19.9999	1.25148	0	19.9847	0.962644	-0.945371	19.9989	19.9774	19.9941	19.9774	19.9774	19.9774	19.9774	19.9943	0.489254	-0.294418	19.9994	19.9914	19.9971	19.9927	19.9918	19.9927	19.9918	20.9542	421.197	-665.72	29.6653	15.8957	27.6649	15.8957	15.8957	15.8957	15.8957	20.5325	1994.6	-224.594	28.4365	18.4415	22.3642	18.4292	18.4203	18.4292	18.4203	4.59471	0.00015377	139.147	4.57816	-2.57619	11.8002	-2.57619	11.8002	-2.57619	11.8002
78	19.9999	1.22297	0	19.9849	0.952762	-0.935667	19.9989	19.9776	19.9941	19.9776	19.9776	19.9776	19.9776	19.9945	0.46938	-0.28479	19.9994	19.9917	19.9972	19.993	19.9921	19.993	19.9921	20.5513	0.193149	-616.831	28.6312	15.97	26.9145	15.97	15.97	15.97	15.97	21.1439	914.172	-326.028	26.5056	18.5848	24.2895	18.5716	18.5624	18.5716	18.5624	4.5765	0.000153921	138.607	4.55793	-4.20855	11.843	-4.20855	11.843	-4.20855	11.843
79	19.9999	1.1951	0	19.985	0.942982	-0.926063	19.9989	19.9778	19.9942	19.9778	19.9778	19.9778	19.9778	19.9947	0.449787	-0.275296	19.9995	19.992	19.9973	19.9932	19.9924	19.9932	19.9924	20.2428	-0.109714	-566.478	27.8581	16.0077	26.054	16.0077	16.0077	16.0077	16.0077	20.7414	-0.000224838	-290.678	25.3185	18.6856	23.8436	18.6724	18.6631	18.6724	18.6631	4.55573	0.000154094	138.097	4.53428	-5.06093	11.8833	-5.06093	11.8833	-5.06093	11.8833
80	19.9999	1.16788	0	19.9852	0.933303	-0.916557	19.9989	19.9781	19.9943	19.9781	19.9781	19.9781	19.9781	19.9949	0.430468	-0.265936	19.9995	19.9922	19.9975	19.9935	19.9926	19.9935	19.9926	20.0045	131.508	-528.541	28.2411	16.034	25.4037	16.034	16.034	16.034	16.034	20.4523	6.00E-05	-245.558	24.5593	18.6911	23.0428	18.6786	18.6696	18.6786	18.6696	4.53154	0.000154297	137.624	4.50689	-4.57723	11.9201	-4.57723	11.9201	-4.57723	11.9201
81	19.9999	1.14127	0	19.9853	0.923723	-0.907149	19.9989	19.9783	19.9943	19.9783	19.9783	19.9783	19.9783	19.9951	0.411421	-0.256707	19.9995	19.9925	19.9976	19.9938	19.9929	19.9938	19.9929	20.7507	2074.62	-557.118	30.9269	16.0772	25.8759	16.0772	16.0772	16.0772	16.0772	20.2466	7.93E-05	-216.468	23.9995	18.677	22.5082	18.6651	18.6565	18.6651	18.6565	4.504	0.000154524	137.189	4.47711	-2.81927	11.953	-2.81927	11.953	-2.81927	11.953
82	19.9999	1.11527	0	19.9855	0.914241	-0.897837	19.9989	19.9785	19.9944	19.9785	19.9785	19.9785	19.9785	19.9953	0.392641	-0.247608	19.9995	19.9928	19.9977	19.9941	19.9932	19.9941	19.9932	20.9182	392.341	-622.972	29.0397	16.1849	27.1937	16.1849	16.1849	16.1849	16.1849	20.0872	8.90E-05	-195.836	23.5472	18.6591	22.1224	18.6478	18.6396	18.6478	18.6396	4.47467	0.00015476	136.787	4.44773	-0.922498	11.9831	-0.922498	11.9831	-0.922498	11.9831
83	19.9999	1.08986	0	19.9856	0.904856	-0.888621	19.9989	19.9787	19.9944	19.9787	19.9787	19.9787	19.9787	19.9955	0.374126	-0.238637	19.9996	19.9931	19.9978	19.9944	19.9935	19.9944	19.9935	20.5294	0.000132717	-576.251	28.0507	16.2549	26.4803	16.2549	16.2549	16.2549	16.2549	20.2565	1478.25	-186.708	27.5099	18.6434	21.9202	18.6326	18.6247	18.6326	18.6247	4.44608	0.000154983	136.403	4.42132	1.07771	12.0123	1.07771	12.0123	1.07771	12.0123
84	19.9999	1.06503	0	19.9858	0.895568	-0.8795	19.9989	19.979	19.9945	19.979	19.979	19.979	19.979	19.9957	0.355871	-0.229791	19.9996	19.9933	19.9979	19.9946	19.9937	19.9946	19.9937	20.2315	5.53E-05	-528.675	27.3113	16.2871	25.6637	16.2871	16.2871	16.2871	16.2871	21.2068	1387.86	-290.829	26.3217	18.7532	23.8108	18.7418	18.7336	18.7418	18.7336	4.4205	0.000155175	136.018	4.39947	3.18714	12.0432	3.18714	12.0432	3.18714	12.0432
85	19.9999	1.04077	0	19.9859	0.886376	-0.870472	19.999	19.9792	19.9946	19.9792	19.9792	19.9792	19.9792	19.9959	0.337872	-0.22107	19.9996	19.9936	19.998	19.9949	19.994	19.9949	19.994	20.2471	1077.86	-498.523	29.8117	16.31	25.1288	16.31	16.31	16.31	16.31	20.8152	-0.756727	-275.925	25.056	18.8744	23.7722	18.8626	18.8542	18.8626	18.8542	4.39948	0.000155326	135.614	4.38324	5.04861	12.0776	5.04861	12.0776	5.04861	12.0776
86	19.9999	1.01706	0	19.9861	0.877277	-0.861537	19.999	19.9794	19.9946	19.9794	19.9794	19.9794	19.9794	19.9961	0.320126	-0.212471	19.9996	19.9939	19.9981	19.9951	19.9943	19.9951	19.9943	21.0848	1369.83	-573.914	29.4632	16.3787	26.4675	16.3787	16.3787	16.3787	16.3787	20.5181	-0.375587	-229.493	24.2904	18.8825	22.9521	18.8713	18.8631	18.8713	18.8631	4.38404	0.000155431	135.179	4.37318	6.42647	12.1167	6.42647	12.1167	6.42647	12.1167
87	19.9999	0.993885	0	19.9862	0.868272	-0.852693	19.999	19.9796	19.9947	19.9796	19.9796	19.9796	19.9796	19.9963	0.30263	-0.203993	19.9996	19.9941	19.9982	19.9954	19.9945	19.9954	19.9945	20.7525	-0.0123876	-577.874	28.1647	16.4738	26.7235	16.4738	16.4738	16.4738	16.4738	20.3099	8.75E-05	-200.122	23.7427	18.866	22.4097	18.8554	18.8476	18.8554	18.8476	4.37461	0.000155487	134.703	4.36901	7.33399	12.1612	7.33399	12.1612	7.33399	12.1612
88	19.9999	0.971243	0	19.9864	0.85936	-0.843941	19.999	19.9798	19.9947	19.9798	19.9798	19.9798	19.9798	19.9965	0.285379	-0.195634	19.9997	19.9944	19.9983	19.9957	19.9948	19.9957	19.9948	20.4171	2.67E-05	-524.903	27.3517	16.5146	25.8274	16.5146	16.5146	16.5146	16.5146	20.1518	9.09E-05	-179.839	23.3107	18.8446	22.0262	18.8345	18.827	18.8345	18.827	4.37086	0.000155499	134.183	4.36988	7.90148	12.2109	7.90148	12.2109	7.90148	12.2109
89	19.9999	0.949116	0	19.9865	0.850538	-0.835278	19.999	19.98	19.9948	19.98	19.98	19.98	19.98	19.9967	0.268371	-0.187392	19.9997	19.9946	19.9984	19.9959	19.995	19.9959	19.995	20.1637	6.27E-05	-485.019	26.7141	16.5363	25.1371	16.5363	16.5363	16.5363	16.5363	20.022	9.41E-05	-164.364	22.945	18.8226	21.7288	18.813	18.8058	18.813	18.8058	4.37196	0.000155476	133.62	4.37468	7.96996	12.2652	7.96996	12.2652	7.96996	12.2652
90	19.9999	0.927493	0	19.9866	0.841808	-0.826704	19.999	19.9802	19.9948	19.9802	19.9802	19.9802	19.9802	19.9968	0.251602	-0.179266	19.9997	19.9949	19.9986	19.9962	19.9953	19.9962	19.9953	20.0178	680.503	-454.935	28.7611	16.5519	24.6121	16.5519	16.5519	16.5519	16.5519	21.1053	2750.62	-218.004	26.9862	18.8491	22.6101	18.8396	18.8324	18.8396	18.8324	4.37686	0.000155426	133.02	4.38222	7.40274	12.3231	7.40274	12.3231	7.40274	12.3231
91	19.9999	0.906363	0	19.9868	0.833167	-0.818218	19.999	19.9804	19.9949	19.9804	19.9804	19.9804	19.9804	19.997	0.235069	-0.171255	19.9997	19.9951	19.9987	19.9964	19.9955	19.9964	19.9955	21.0353	1931.43	-521.664	29.7122	16.6021	25.7524	16.6021	16.6021	16.6021	16.6021	20.9577	-0.2936	-275.618	25.0623	19.0044	23.8794	18.994	18.9863	18.994	18.9863	4.38427	0.000155361	132.391	4.39094	6.45865	12.3834	6.45865	12.3834	6.45865	12.3834
92	19.9999	0.885715	0	19.9869	0.824615	-0.809819	19.999	19.9806	19.9949	19.9806	19.9806	19.9806	19.9806	19.9972	0.218768	-0.163356	19.9997	19.9953	19.9988	19.9966	19.9958	19.9966	19.9958	20.8661	-0.29808	-560.886	27.9868	16.7051	26.6416	16.7051	16.7051	16.7051	16.7051	20.6261	8.00E-05	-225.132	24.2097	19.0364	23.0328	19.0263	19.0188	19.0263	19.0188	4.39264	0.000155292	131.743	4.39918	4.92517	12.4448	4.92517	12.4448	4.92517	12.4448
93	19.9999	0.865537	0	19.987	0.81615	-0.801507	19.999	19.9808	19.995	19.9808	19.9808	19.9808	19.9808	19.9974	0.202696	-0.155567	19.9998	19.9956	19.9989	19.9969	19.996	19.9969	19.996	20.5111	-0.210857	-507.128	27.1378	16.7517	25.7515	16.7517	16.7517	16.7517	16.7517	20.3985	8.79E-05	-192.132	23.6308	19.022	22.427	19.0124	19.0051	19.0124	19.0051	4.40041	0.000155234	131.09	4.4054	2.61777	12.5056	2.61777	12.5056	2.61777	12.5056
94	19.9999	0.845818	0	19.9872	0.807773	-0.793279	19.999	19.981	19.995	19.981	19.981	19.981	19.981	19.9976	0.18685	-0.147889	19.9998	19.9958	19.999	19.9971	19.9962	19.9971	19.9962	20.247	-0.040205	-465.465	26.4919	16.7717	25.0274	16.7717	16.7717	16.7717	16.7717	20.2317	9.19E-05	-170.467	23.1926	18.9984	22.016	18.9893	18.9824	18.9893	18.9824	4.40585	0.000155199	130.446	4.40755	0.714463	12.5642	0.714463	12.5642	0.714463	12.5642
95	19.9999	0.826549	0	19.9873	0.799481	-0.785137	19.9991	19.9812	19.9951	19.9812	19.9812	19.9812	19.9812	19.9977	0.171227	-0.140318	19.9998	19.996	19.999	19.9973	19.9964	19.9973	19.9964	20.0408	-0.420096	-434.115	25.9574	16.7841	24.4806	16.7841	16.7841	16.7841	16.7841	20.0987	9.50E-05	-154.726	22.8321	18.9733	21.7104	18.9647	18.9581	18.9647	18.9581	4.40712	0.000155203	129.827	4.40428	-0.389864	12.619	-0.389864	12.619	-0.389864	12.619
